1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
74695,-0.4590953,0.0073327,-3.5593798,-0.2019388,0.3634084,-0.7130369,-1.5925332,-1.095152,0.2966608,-0.4302699,0.3546113,-1.0654496,1.0930681,-1.7734425,2.5434661,-0.9975694,-0.4813714,-1.1105608,0.7870324,-0.3737904,0.0107122,-1.5434344,0.6181267,-1.0878489,0.3937429,-0.3969682,-0.2734837,-1.5093985,-0.4534012,-0.4760365,0.1334561,-1.6693747,-0.5069655,-0.6015316,0.3553895,-0.8733303,-2.6211786,0.9682008,3.2084105,0.2687066,0.7191144,-0.3910037,-1.1421567,-0.9328986,-2.7208085,1.005033,-0.9837887,-0.1126435,
74696,-0.4932151,0.0160656,-3.5750539,-0.1918256,0.050017,-0.3610652,-1.6177046,-1.0859884,0.2793086,-0.4336809,0.1793109,-0.877865,0.6361556,-1.6047239,1.8936633,-0.2221636,-0.6098586,-1.0703605,0.7728974,-0.3759654,-0.1547175,-1.4888098,0.5984023,-1.0440083,0.3814854,-0.3984725,-0.4809086,-1.4328051,-0.4556826,-0.4162697,0.0897395,-1.5442755,-0.5292114,-0.6039985,0.3942097,-0.8607646,-2.672121,0.9870116,3.1159754,0.5056157,0.7790372,-0.3329589,-1.1436853,-0.9222777,-2.7491038,1.0154812,-0.9949508,-0.096616,
74697,-0.5039347,0.0199681,-3.5635393,-0.1960175,-0.085592,-0.1911533,-1.627757,-1.0823289,0.2721449,-0.4348487,0.0965907,-0.7910713,0.4749818,-1.5452092,1.6034894,0.1927626,-0.6660334,-1.0496175,0.7662486,-0.3769692,-0.2229923,-1.4635987,0.5724804,-1.0069419,0.3751869,-0.3984862,-0.5839778,-1.3947459,-0.4928643,-0.3631027,0.0452619,-1.4179285,-0.538843,-0.6044629,0.3813221,-0.8423363,-2.6823013,0.9907707,3.1506901,0.5611314,0.8474624,-0.3586461,-1.1484491,-0.9154659,-2.7585125,1.0189555,-0.9855807,-0.0879388,
74698,-0.5017091,0.0339316,-3.5093937,-0.1936669,-0.3215234,0.0983004,-1.6306639,-1.0781721,0.2653295,-0.4345109,-0.0398518,-0.6274155,0.1334912,-1.3955113,1.0406271,0.8447505,-0.7668167,-1.0124025,0.7564662,-0.3787768,-0.336382,-1.4217287,0.5204696,-0.9325706,0.3669254,-0.398702,-0.7427329,-1.3200485,-0.5863385,-0.2294418,-0.1055075,-1.1394471,-0.5470178,-0.6041666,0.3770616,-0.8135086,-2.6823013,0.9907707,2.9889097,0.8980412,0.8392032,-0.2744776,-1.1579832,-0.9018329,-2.7616534,1.0201153,-0.9668242,-0.0705496,
74699,-0.4760953,0.0430962,-3.4592388,-0.1853887,-0.4149067,0.2557862,-1.6213986,-1.0753347,0.2683151,-0.4320727,-0.1043997,-0.5351169,0.0384979,-1.3604342,0.7226881,1.2232745,-0.7891551,-1.0041538,0.7549267,-0.3791889,-0.3876849,-1.396323,0.4856696,-0.8828092,0.3670342,-0.3978448,-0.7987804,-1.2832562,-0.6161011,-0.1585876,-0.2119748,-0.9872071,-0.5400211,-0.6027576,0.3727563,-0.7846025,-2.6517606,0.9794934,2.8560262,1.0880543,0.8005794,-0.2192487,-1.1595312,-0.8911842,-2.7553854,1.0178008,-0.9386498,-0.0443924,
74700,-0.3881754,0.0667263,-3.2876084,-0.1768428,-0.5202945,0.5024623,-1.5771087,-1.0634905,0.2925551,-0.4230343,-0.1831258,-0.3910983,-0.1007542,-1.2616786,0.2718591,1.7920386,-0.8183103,-0.9861434,0.7615885,-0.3782035,-0.4389057,-1.3709477,0.4245175,-0.7953665,0.3789213,-0.3957754,-0.8547851,-1.2464525,-0.729816,0.0040159,-0.4412847,-0.5962738,-0.5002447,-0.5967956,0.4159627,-0.732344,-2.5598907,0.9455698,2.5170641,1.5727438,0.7917519,-0.1340787,-1.1433854,-0.8720527,-2.7145269,1.0027136,-0.8405899,-0.0067201,
74701,-0.3310736,0.0831746,-3.1830413,-0.1703112,-0.5741006,0.6275286,-1.5441406,-1.0568135,0.313695,-0.4169093,-0.2080027,-0.3240364,-0.1545935,-1.2180552,0.1426476,1.976801,-0.8139787,-0.980505,0.7718331,-0.3770567,-0.4511027,-1.3535068,0.404184,-0.7506406,0.3902516,-0.3939435,-0.8699993,-1.2246974,-0.7603722,0.0760482,-0.5287915,-0.4079482,-0.4647736,-0.5931527,0.4419392,-0.7008319,-2.4779532,0.9153138,2.3786793,1.7706237,0.8217342,-0.1042007,-1.1304392,-0.8567229,-2.6830494,0.9910903,-0.8026334,0.0284662,
74702,-0.2016776,0.1071232,-2.9700699,-0.1536481,-0.6181456,0.8354298,-1.4715157,-1.0364293,0.3666008,-0.4028091,-0.2435385,-0.1943456,-0.1680241,-1.1654879,-0.2581094,2.474184,-0.8078244,-0.9537647,0.8017844,-0.3738041,-0.4520403,-1.3402033,0.3572738,-0.6679121,0.4228211,-0.3892891,-0.8596885,-1.1961623,-0.8490367,0.2311856,-0.6932403,-0.1094564,-0.3764001,-0.5815905,0.5815331,-0.6702839,-2.3132789,0.8545067,2.0968893,2.1735616,0.8818874,-0.0441041,-1.0869021,-0.8427137,-2.6136754,0.9654734,-0.7149854,0.0829029,
74703,-0.145764,0.1205666,-2.8812809,-0.140864,-0.6536486,0.9346726,-1.4310464,-1.0292557,0.3950866,-0.3955156,-0.2579898,-0.1420755,-0.1590279,-1.1449308,-0.4636498,2.6926401,-0.7879748,-0.9465641,0.8215185,-0.3717084,-0.4416918,-1.3310603,0.3307485,-0.6299829,0.4406522,-0.3866057,-0.8545246,-1.1818707,-0.887759,0.2865556,-0.7470984,0.0310445,-0.3271408,-0.5755865,0.6518579,-0.6550024,-2.2305286,0.8239506,2.0253696,2.2758291,1.0212157,-0.0964089,-1.0529788,-0.840248,-2.5757508,0.9514695,-0.6652052,0.1020405,
74704,-0.0596812,0.1382142,-2.7229397,-0.130538,-0.6872433,1.0555916,-1.3643411,-1.0158832,0.4499861,-0.3831048,-0.279909,-0.0632436,-0.1500429,-1.124329,-0.6705513,2.91326,-0.7413211,-0.9419618,0.8610704,-0.3675206,-0.4261807,-1.3173076,0.3100563,-0.5847296,0.4762461,-0.3820971,-0.84424,-1.1531966,-0.9193205,0.3600691,-0.9004536,0.2503306,-0.2336097,-0.5629969,0.8068479,-0.6434062,-2.0850577,0.7702344,1.7814704,2.5190101,1.1219244,-0.0926777,-0.9881884,-0.8391929,-2.5092421,0.9269107,-0.638256,0.1542656,
74705,-0.0241708,0.1403995,-2.6657605,-0.1286138,-0.7284179,1.1144681,-1.3432693,-1.0078313,0.4735523,-0.3780391,-0.2872826,-0.0368463,-0.1184651,-1.1359893,-0.8098757,3.0374532,-0.7326173,-0.9305979,0.8788722,-0.365188,-0.4096926,-1.3169003,0.2922872,-0.5593211,0.4916242,-0.3798634,-0.8595762,-1.1312671,-0.9193205,0.3600691,-0.9391118,0.3056088,-0.1929704,-0.5570955,0.8692811,-0.6388207,-2.0224609,0.7471202,1.6094683,2.6598043,1.2232952,-0.089051,-0.9621509,-0.833712,-2.480685,0.9163658,-0.6074662,0.1556388,
74706,0.0114295,0.1425723,-2.5865684,-0.1255367,-0.7078113,1.0850023,-1.3119192,-1.0035011,0.5110822,-0.3704084,-0.3022296,-0.0313269,-0.1274912,-1.156576,-0.9522873,3.0172932,-0.7057658,-0.9332207,0.9118591,-0.3620077,-0.3983728,-1.3210802,0.2627626,-0.5484189,0.5173206,-0.3772315,-0.84424,-1.1531966,-0.9728124,0.3798214,-1.157058,0.4272268,-0.1252223,-0.5489255,0.9991722,-0.6594979,-1.9596992,0.723945,1.5107245,2.6962664,1.3335603,-0.1721273,-0.9068739,-0.8442863,-2.4362035,0.8999407,-0.6190043,0.1722063,
74707,0.0225033,0.1385409,-2.5604296,-0.1304895,-0.7101703,1.0640576,-1.2994854,-1.0048748,0.5254189,-0.3677086,-0.3059995,-0.0417756,-0.1365147,-1.177123,-0.8862607,2.8486924,-0.6988906,-0.9430518,0.9233066,-0.3597936,-0.3922486,-1.3298373,0.2568917,-0.5556746,0.5266991,-0.3764877,-0.8493863,-1.1675423,-0.9800607,0.3618464,-1.275786,0.4710681,-0.0994804,-0.5462147,1.0440822,-0.6763574,-1.9492296,0.720079,1.3872617,2.6645746,1.4045049,-0.1987603,-0.8954431,-0.8434855,-2.4234748,0.8952405,-0.6401687,0.1797968,
74708,0.0276216,0.1253278,-2.5360432,-0.1393674,-0.6586782,0.8933885,-1.2935697,-1.0133339,0.5452839,-0.3639998,-0.2877881,-0.1310722,-0.2040201,-1.2472351,-0.7653922,2.3811991,-0.7076355,-0.9544005,0.9432212,-0.3577236,-0.4130093,-1.3481337,0.2040851,-0.5738219,0.5416937,-0.3777281,-0.8699993,-1.2246974,-1.0283817,0.3179323,-1.4157799,0.3590208,-0.0610677,-0.5440183,1.128991,-0.7503396,-1.9596992,0.723945,1.1435467,2.6014493,1.4122181,-0.2846017,-0.8613893,-0.8664535,-2.4107461,0.8905404,-0.6996441,0.151491,
74709,0.0271762,0.1141469,-2.5274298,-0.151629,-0.6461658,0.8029348,-1.294979,-1.0222654,0.5524718,-0.3633313,-0.2733095,-0.1833525,-0.2622471,-1.2965404,-0.7773793,2.1794784,-0.7163723,-0.9657319,0.9499539,-0.3567235,-0.4346502,-1.3531069,0.1865823,-0.5955138,0.5464789,-0.3785096,-0.8651566,-1.2748426,-1.0428323,0.2822649,-1.476298,0.2599712,-0.0476287,-0.5441663,1.1330367,-0.7798473,-1.9806381,0.7316768,1.0943623,2.4683506,1.4903624,-0.3963419,-0.8517383,-0.8802538,-2.4107461,0.8905404,-0.7397904,0.1411454,
74710,0.0278314,0.0837235,-2.530302,-0.1733779,-0.5598643,0.559044,-1.2970141,-1.0466785,0.5603021,-0.3629136,-0.2376915,-0.3130735,-0.3868782,-1.4141787,-0.5468511,1.5608131,-0.7493926,-0.9898577,0.9582807,-0.3553316,-0.4820794,-1.3808453,0.154628,-0.65849,0.553335,-0.3822889,-0.8963348,-1.3594718,-1.0862632,0.1761023,-1.6371201,0.001311,-0.0337427,-0.5464398,1.1449194,-0.867905,-2.053787,0.7586875,0.9703152,2.1438932,1.3949746,-0.4831181,-0.8357895,-0.9116395,-2.4234748,0.8952405,-0.8481215,0.0937823,
74711,0.0233892,0.0665125,-2.5313993,-0.1911762,-0.529089,0.4430132,-1.3057194,-1.0560662,0.5615888,-0.3633887,-0.2275838,-0.3746818,-0.4225828,-1.4935551,-0.4383646,1.2623479,-0.762464,-1.0067651,0.961094,-0.3553763,-0.5026921,-1.3990194,0.140122,-0.6996385,0.5540571,-0.3843488,-0.926964,-1.3800479,-1.108036,0.123495,-1.6807249,-0.1772957,-0.0319446,-0.5490427,1.1395483,-0.9074815,-2.1059003,0.7779307,0.988116,1.9203538,1.4017056,-0.5667129,-0.8376213,-0.9261662,-2.4362035,0.8999407,-0.9066637,0.0657764,
74712,0.0069541,0.0311712,-2.556129,-0.213965,-0.4051408,0.1700439,-1.3245401,-1.0836843,0.5599623,-0.3658248,-0.1675702,-0.5232297,-0.5547956,-1.6278061,-0.1671862,0.6610215,-0.8065202,-1.0266525,0.9623532,-0.3558413,-0.5610554,-1.4224616,0.1255081,-0.786728,0.5524353,-0.3891902,-0.973083,-1.4423695,-1.0617706,-0.0538847,-1.7146591,-0.5452549,-0.0376954,-0.5555599,1.1063201,-0.9777681,-2.2097962,0.816295,0.9910414,1.4273148,1.3446896,-0.7058752,-0.8542421,-0.9452428,-2.4648018,0.9105008,-1.0322949,0.0012985,
74713,-0.0030192,0.0160618,-2.563308,-0.2294814,-0.3540593,0.0492657,-1.3324784,-1.0995549,0.5575252,-0.3671311,-0.1326046,-0.6045434,-0.6116133,-1.6747856,-0.0046438,0.3577933,-0.8263429,-1.0337608,0.9625062,-0.3573958,-0.5926984,-1.4364196,0.1485144,-0.8503891,0.5506499,-0.3917076,-0.9834775,-1.4701314,-1.031751,-0.1245546,-1.615657,-0.8046209,-0.0445009,-0.5590719,1.078586,-1.0085381,-2.2719383,0.8392413,1.0931716,1.1845856,1.313074,-0.7338243,-0.8560918,-0.9597148,-2.480685,0.9163658,-1.0900385,-0.0263591,
74714,-0.0139516,-0.0210794,-2.5837328,-0.258224,-0.1642285,-0.2221777,-1.3461877,-1.1288779,0.550861,-0.3699131,-0.0512923,-0.7364643,-0.7333266,-1.7869853,0.3978318,-0.1469106,-0.85909,-1.0576675,0.9618493,-0.3591278,-0.6446545,-1.4683558,0.1826553,-0.9452887,0.5474867,-0.3973614,-1.0242839,-1.5180255,-0.9539231,-0.2912149,-1.5281109,-1.1638378,-0.05888,-0.5664623,1.0287286,-1.030859,-2.3751593,0.8773564,1.2606059,0.657185,1.2500699,-0.7894377,-0.8822608,-0.9650366,-2.5092421,0.9269107,-1.2158773,-0.0654178,
74715,-0.0184365,-0.0380986,-2.5891166,-0.2698038,-0.0853691,-0.3110728,-1.3519533,-1.1423527,0.5474069,-0.3711297,0.0017391,-0.8122951,-0.7894182,-1.8330141,0.5621451,-0.3818659,-0.8677401,-1.0688471,0.9615546,-0.3600131,-0.6710246,-1.4777311,0.2169675,-0.9943524,0.5461928,-0.3996046,-1.0694048,-1.5170519,-0.8986384,-0.3702676,-1.4485604,-1.3357779,-0.0643203,-0.570443,0.997398,-1.0327491,-2.4163346,0.8925607,1.3830513,0.4820975,1.181273,-0.7636108,-0.8984653,-0.9589533,-2.5219295,0.9315956,-1.263656,-0.0841929,
74716,-0.0199348,-0.0710466,-2.5877974,-0.2973162,0.1126653,-0.522556,-1.3562522,-1.1687555,0.5408861,-0.37342,0.105087,-0.9287735,-0.8922061,-1.9055065,1.0323217,-0.8406199,-0.9028362,-1.0774174,0.9624919,-0.3613533,-0.7235953,-1.4964626,0.3117043,-1.0837381,0.5452258,-0.4033068,-1.104799,-1.5509368,-0.8070644,-0.5012115,-1.2498,-1.6199898,-0.0742971,-0.5767562,0.9402578,-0.9976465,-2.4779532,0.9153138,1.6241674,0.1373201,1.1126552,-0.7378512,-0.919432,-0.9460314,-2.5377715,0.9374453,-1.3386192,-0.1288052,
74717,-0.0134768,-0.0919683,-2.5853508,-0.307204,0.2174694,-0.6005092,-1.3598469,-1.1798612,0.5378194,-0.3744937,0.151363,-0.9792795,-0.9389763,-1.9321402,1.2732867,-1.0418434,-0.9003893,-1.0926468,0.9632616,-0.3611473,-0.7387636,-1.5098926,0.3492338,-1.1066384,0.5460566,-0.4045095,-1.1298212,-1.5573032,-0.7445448,-0.562938,-1.1294284,-1.7339231,-0.078807,-0.579098,0.8922709,-0.9522871,-2.4984651,0.922888,1.7738514,0.0189293,1.0751297,-0.6841928,-0.9290051,-0.9323426,-2.5440943,0.9397802,-1.3568044,-0.1460279,
74718,-0.0165248,-0.1168059,-2.5907447,-0.3187259,0.340714,-0.7046568,-1.3569134,-1.205717,0.5316586,-0.376631,0.2332338,-1.0650038,-0.9823564,-2.0252075,1.5140407,-1.2419813,-0.9243603,-1.1052639,0.9653051,-0.361398,-0.7750378,-1.5281459,0.4534971,-1.1632025,0.5496831,-0.4066864,-1.1452506,-1.5983218,-0.6297849,-0.6438321,-0.8665381,-1.9344999,-0.0845685,-0.5855708,0.8402332,-0.8778772,-2.4984651,0.922888,2.0733061,-0.216931,1.0304631,-0.5479644,-0.9481838,-0.9049187,-2.5440943,0.9397802,-1.4131368,-0.1731722,
74719,-0.0135899,-0.1326753,-2.588311,-0.3285955,0.4228496,-0.7739331,-1.3583664,-1.2144699,0.5279623,-0.3774722,0.2540972,-1.0948367,-0.9997259,-2.0621598,1.6343485,-1.3416535,-0.9329569,-1.1163747,0.9653051,-0.361398,-0.79016,-1.5415112,0.5057419,-1.191523,0.5524911,-0.4076785,-1.1701864,-1.604652,-0.6035728,-0.6535111,-0.6677877,-2.0422003,-0.0877274,-0.5883899,0.8010571,-0.8218584,-2.4984651,0.922888,2.2559698,-0.284381,0.954327,-0.4390957,-0.9625921,-0.8843158,-2.5440943,0.9397802,-1.4312245,-0.1902881,
74720,-0.0146718,-0.154459,-2.5876851,-0.3422817,0.4777042,-0.8523709,-1.3511165,-1.2356527,0.5196385,-0.3799138,0.2957147,-1.1543466,-1.0229657,-2.1827776,1.7892315,-1.5631243,-0.9434466,-1.1481528,0.9624919,-0.3613533,-0.8094007,-1.5722164,0.5934259,-1.223901,0.5543454,-0.4083337,-1.1564826,-1.6870822,-0.462292,-0.7440757,-0.3235283,-2.2376552,-0.0977025,-0.5946766,0.7134132,-0.7197925,-2.4779532,0.9153138,2.5911007,-0.4702963,0.8693762,-0.2450755,-0.9914543,-0.8430452,-2.5377715,0.9374453,-1.4673365,-0.2244076,
74721,-0.0152218,-0.1653306,-2.5894802,-0.3461165,0.4959291,-0.8784311,-1.3474944,-1.246233,0.5147688,-0.3811388,0.2913122,-1.163731,-1.0203089,-2.247858,1.7892315,-1.5631243,-0.9520398,-1.1592104,0.9601264,-0.3619778,-0.8135264,-1.5895604,0.6373911,-1.2401356,0.5552991,-0.4086706,-1.1668488,-1.7140715,-0.435943,-0.7538053,-0.2106997,-2.2793181,-0.103724,-0.5977871,0.6606801,-0.6443883,-2.4677041,0.9115292,2.7771726,-0.5390049,0.7917519,-0.1340787,-1.0107369,-0.8154725,-2.5346029,0.9362754,-1.4962473,-0.2257795,
74722,-0.0163265,-0.1870382,-2.5991149,-0.3515723,0.491413,-0.8960736,-1.3460649,-1.259093,0.50265,-0.3835544,0.2972716,-1.1879176,-0.9669299,-2.4158535,1.8404013,-1.6362932,-0.9448671,-1.2044556,0.9516465,-0.3618152,-0.8159208,-1.6325803,0.7108399,-1.2672571,0.5546584,-0.4098012,-1.1338856,-1.8029461,-0.3122425,-0.8186362,0.0735959,-2.3842967,-0.1199789,-0.6037955,0.5545054,-0.4925669,-2.4471645,0.9039449,3.0589087,-0.6430382,0.6247487,0.1774733,-1.0542284,-0.7532831,-2.5314345,0.9351054,-1.5231998,-0.2512678,
74723,-0.0148804,-0.1949278,-2.6009231,-0.3553889,0.5095802,-0.9220513,-1.3453497,-1.2655165,0.4957334,-0.3845819,0.2972716,-1.1879176,-0.9452381,-2.5078039,1.8404013,-1.6362932,-0.9468071,-1.2249831,0.9464951,-0.3624051,-0.8091515,-1.6538452,0.7549967,-1.2835624,0.5540052,-0.4109139,-1.1247435,-1.8368667,-0.2773014,-0.812385,0.2457474,-2.4478648,-0.1274979,-0.6076661,0.4876629,-0.3969873,-2.4266114,0.8963555,3.248512,-0.7130508,0.4647686,0.4062323,-1.0784633,-0.7186291,-2.5282662,0.9339355,-1.551973,-0.2526486,
74724,-0.020897,-0.2037755,-2.6171956,-0.34499,0.5095802,-0.9220513,-1.3446345,-1.27194,0.4823251,-0.3878832,0.2972716,-1.1879176,-0.8366846,-2.6934426,1.9773889,-1.6868769,-0.9287938,-1.2740135,0.9356771,-0.3628771,-0.7847745,-1.7003026,0.796994,-1.2810129,0.5504742,-0.4119189,-1.0923145,-1.9248903,-0.2071741,-0.7998846,0.4127274,-2.4411891,-0.1471312,-0.6131322,0.396939,-0.220743,-2.3957539,0.8849611,3.4770448,-0.7352728,0.3180512,0.7621377,-1.1206541,-0.6412407,-2.5219295,0.9315956,-1.5500981,-0.2766742,
74725,-0.026359,-0.201787,-2.6274571,-0.3367727,0.491413,-0.8960736,-1.3417466,-1.2760694,0.4755895,-0.3898082,0.3016797,-1.1785556,-0.7783635,-2.7768373,2.04617,-1.7122749,-0.9198389,-1.2984619,0.9309477,-0.3640994,-0.7612984,-1.7338716,0.8180273,-1.2797441,0.5479667,-0.4123764,-1.0495093,-1.9860984,-0.1986718,-0.7837752,0.4644524,-2.3915734,-0.1579334,-0.6151778,0.3373888,-0.1122892,-2.3751593,0.8773564,3.514591,-0.6866515,0.2632211,0.9139007,-1.1369625,-0.6093842,-2.5155787,0.9292506,-1.5392683,-0.2922248,
74726,-0.0283597,-0.2047335,-2.656425,-0.3082869,0.4959291,-0.8784311,-1.3417466,-1.2760694,0.4610626,-0.3935136,0.3060951,-1.1691897,-0.6434001,-2.9698246,2.0817368,-1.6166151,-0.8800894,-1.3553005,0.9210944,-0.3659218,-0.7203164,-1.7924727,0.8282853,-1.2473153,0.541914,-0.4138475,-0.9785097,-2.0876224,-0.1731412,-0.7352927,0.5684602,-2.2913969,-0.1802406,-0.6196721,0.280229,0.039437,-2.3339286,0.8621318,3.6276772,-0.5390464,0.1776351,1.2575823,-1.1616061,-0.5485067,-2.5124104,0.9280806,-1.5392683,-0.2922248,
74727,-0.0372693,-0.1978151,-2.6691403,-0.290186,0.4594471,-0.8262647,-1.3446345,-1.27194,0.4539412,-0.3955548,0.3001181,-1.144949,-0.5669696,-3.0791142,2.0301046,-1.5427854,-0.860266,-1.3836465,0.9146708,-0.3660283,-0.691861,-1.8215617,0.8408251,-1.2337999,0.537935,-0.4142329,-0.9164871,-2.1554909,-0.156127,-0.7028121,0.6207501,-2.2408321,-0.1917455,-0.6221207,0.2470751,0.1102187,-2.3132789,0.8545067,3.6050892,-0.4028407,0.1896183,1.3890263,-1.1780568,-0.5164323,-2.5092421,0.9269107,-1.5194645,-0.2993273,
